date,equity,daily_ret,rolling_sharpe_126d,drawdown
2013-05-09,1001455.5843818476,-0.00047375278188011016,,-0.00047375278188011016
2013-05-10,1002385.7736366084,0.0009288372537608058,,0.0
2013-05-13,1001519.5452835578,-0.0008641666470463605,,-0.0008641666470463605
2013-05-14,1001519.3182709236,-2.266682016527355e-07,,-0.0008643931193689225
2013-05-15,1003930.1879150886,0.0024072123225014064,,0.0
2013-05-16,1003192.9430878181,-0.000734358659740697,,-0.000734358659740697
2013-05-17,1002414.0476486702,-0.0007764163858156037,,-0.0015102048774597865
2013-05-20,1002095.905047657,-0.0003173764391665168,,-0.0018271020131798155
2013-05-21,1000429.9172607438,-0.0016625033377757337,,-0.003486567787760242
2013-05-22,1000202.2639556901,-0.00022755547502717466,,-0.0037133298751982347
2013-05-23,998578.4229599015,-0.0016235126177044368,,-0.005330813854996563
2013-05-24,998989.3361432891,0.0004114981597234113,,-0.004921509315364281
2013-05-27,1000736.4263494354,0.0017488577134276984,,-0.0031812586214644556
2013-05-28,1000957.3340970401,0.0002207451850340103,,-0.0029612156839534665
2013-05-29,1002434.0186826114,0.0014752722571371724,,-0.0014903120261622327
2013-05-30,1001724.8508244876,-0.0007074459215338225,,-0.002196703632531327
2013-05-31,1001551.4570561771,-0.00017309520490360608,,-0.0023694185985696503
2013-06-03,1003585.3172225057,0.0020307096075788955,,-0.0003435205921032969
2013-06-04,1003750.0147093831,0.00016410910368169773,,-0.00017946786327804887
2013-06-05,1003392.3563707895,-0.0003563221253821691,,-0.0005357260402898412
2013-06-06,1001985.3172396249,-0.0014022820905809086,,-0.0019372568918389899
2013-06-07,1001079.3162745065,-0.000904205829696525,,-0.002839711042560311
2013-06-10,1000116.4159563608,-0.0009618621646576564,,-0.0037988417966074994
2013-06-11,997785.9614656991,-0.0023301832201535477,,-0.006120173019350528
2013-06-12,998639.1859156201,0.0008551177134898946,,-0.00527028877421909
2013-06-13,996179.3908525875,-0.002463146948091355,,-0.007720454226600726
2013-06-14,996305.9762489417,0.0001270708845380053,,-0.007594364387010222
2013-06-17,997981.5991775611,0.0016818356695280645,,-0.005925301190395693
2013-06-18,999111.307553686,0.0011319931921147663,,-0.004800015398889634
2013-06-19,999170.8207983149,5.956618064373309e-05,,-0.004740735136830376
2013-06-20,996641.2389806879,-0.002531681034886435,,-0.0072604141424793545
2013-06-21,995504.5620589156,-0.00114050761428941,,-0.008392641199156392
2013-06-24,993699.7851347823,-0.001812926824163008,,-0.010190352778963963
2013-06-25,993500.3971876998,-0.00020065209841568787,,-0.01038896016171087
2013-06-26,993397.4109587569,-0.00010365997762495915,,-0.010491543219957933
2013-06-27,993477.2255034347,8.03450298916264e-05,,-0.01041204113341998
2013-06-28,994931.2638945479,0.0014635850261957017,,-0.008963695014719275
2013-07-01,996097.9891135168,0.0011726691695281843,,-0.007801537293979921
2013-07-02,995781.1305853795,-0.0003180997568513755,,-0.008117155383715047
2013-07-03,994947.4746710729,-0.0008371879007353922,,-0.008947547700174807
2013-07-04,995834.977265067,0.0008920094945590318,,-0.008063519503117345
2013-07-05,995609.870827384,-0.00022604793246094879,,-0.008287744693666332
2013-07-08,995193.4103781652,-0.00041829682631877585,,-0.008702574782682326
2013-07-09,996056.2451941442,0.0008670021394645566,,-0.007843117794173127
2013-07-10,995754.3370673131,-0.0003031034926870291,,-0.008143844010463197
2013-07-11,997840.7203680944,0.0020952791498012324,,-0.006065628487216368
2013-07-12,999891.320046134,0.0020550370777443483,,-0.004023056500913058
2013-07-15,1002835.3429953527,0.00294434294027357,,-0.00109055881864617
2013-07-16,1001275.1340254762,-0.0015557977496248876,,-0.002644659879315281
2013-07-17,1001863.8907469728,0.0005880069338479732,,-0.0020582080238139566
2013-07-18,1001482.3636168458,-0.0003808173282325855,,-0.002438241550765885
2013-07-19,1002386.466247461,0.0009027644055059625,,-0.0015376783029440455
2013-07-22,1001856.8432311036,-0.0005283620980439663,,-0.002065227950053816
2013-07-23,1000620.5492629029,-0.0012340026187908082,,-0.00329668207214584
2013-07-24,1001065.2444075563,0.0004444193605466218,,-0.0028537278209375128
2013-07-25,1000081.1443597354,-0.0009830528562633223,,-0.0038339753119155384
2013-07-26,998416.8476678409,-0.0016641616545626237,,-0.005491756611779475
2013-07-29,997290.2309304752,-0.0011284031714782206,,-0.006613962867680012
2013-07-30,996623.9926187076,-0.0006680485691170635,,-0.007277592988367165
2013-07-31,997184.8125344791,0.0005627196615023422,,-0.006718968571527872
2013-08-01,996530.086284052,-0.0006565746310986942,,-0.007371131698315381
2013-08-02,995879.0434602605,-0.0006533097522616327,,-0.008019625818353249
2013-08-05,995326.6931794988,-0.0005546359112473809,,-0.008569813757127065
2013-08-06,995506.3840745793,0.000180534588604786,,-0.008390826316323263
2013-08-07,993793.0678666936,-0.0017210499453285122,,-0.01009743523047879
2013-08-08,994488.0631517278,0.0006993360162252937,,-0.009405160714381688
2013-08-12,995403.2686733274,0.0009202780360169083,,-0.008493538041195348
2013-08-13,995711.2986198774,0.0003094524161655343,,-0.00818671397089843
2013-08-14,995660.5802784807,-5.093679409595708e-05,,-0.008237233760030493
2013-08-16,995579.7416250672,-8.119097513215046e-05,,-0.008317755946121275
2013-08-19,995270.5812094178,-0.0003105330519730387,,-0.00862570605995494
2013-08-20,993943.4150564637,-0.0013334727038162297,,-0.009947676620189028
2013-08-21,993216.0807974305,-0.0007317662635673017,,-0.01067216350960487
2013-08-22,993564.5854766433,0.00035088505507574475,,-0.010325023157209845
2013-08-23,994352.8459441726,0.000793366107298521,,-0.009539848573341336
2013-08-26,994560.768582112,0.00020910347749047986,,-0.009332739911362298
2013-08-27,993631.4345367019,-0.0009344165532841897,,-0.010258435797985799
2013-08-28,994019.601986653,0.00039065536421167835,,-0.009871787946746924
2013-08-29,995193.9915435378,0.0011814551287898656,,-0.008701995892457126
2013-08-30,995789.6600921218,0.0005985451616925541,,-0.008108659268302953
2013-09-02,995654.4925811355,-0.00013573901839247782,,-0.008243297625245893
2013-09-03,995085.778713948,-0.0005711960036590691,,-0.008809785090244437
2013-09-04,995521.3316314284,0.0004377038912599662,,-0.008375937276199674
2013-09-05,995835.429318196,0.0003155107548049596,,-0.008063069219686803
2013-09-06,995780.3820159499,-5.52775093408675e-05,,-0.008117901022643648
2013-09-10,997139.2701385085,0.0013646464090881771,,-0.006764332678035223
2013-09-11,997746.7676360671,0.0006092403696769111,,-0.006159213412899711
2013-09-12,997745.2882049148,-1.4827721825927398e-06,,-0.006160687052371938
2013-09-13,997078.5524472044,-0.0006682424518485997,,-0.006824812671599623
2013-09-16,995902.5439175413,-0.0011794542433760657,,-0.007996217360709879
2013-09-17,996442.6131008909,0.0005422911977162048,,-0.0074582624412834475
2013-09-18,995898.5374783323,-0.0005460180199092779,,-0.008000208115502616
2013-09-19,996883.0723446653,0.0009885895292365277,-0.38091720413086844,-0.007019527508240753
2013-09-20,997331.4226712034,0.00044975217151943525,-0.3246087694454998,-0.006572932384461105
2013-09-23,997245.2484768674,-8.640477215204889e-05,-0.19146437448981818,-0.0066587692238880836
2013-09-24,997081.4386624143,-0.00016426231631916366,-0.0777961748912747,-0.006821937755350671
2013-09-25,997336.7948941038,0.00025610368600581523,0.034119650200378465,-0.006567581192749694
2013-09-26,997446.643618469,0.00011014205524917386,0.06512727799244279,-0.0064581625043911295
2013-09-27,997946.2121762083,0.0005008473996432894,0.16030595405426618,-0.005960549658644676
2013-09-30,997970.8577603147,2.469630507717646e-05,0.19138233301594731,-0.005936000557120291
2013-10-01,998256.6922177122,0.00028641563546139004,0.10239360276636097,-0.005651285085030544
2013-10-03,999774.5485104368,0.0015205070044184144,0.24445126287967076,-0.004139370899167827
2013-10-04,1000923.0408657835,0.0011487513430481489,0.1396446111561205,-0.0029953746639995726
2013-10-07,1001495.8515347288,0.000572282428876747,0.29811246441463435,-0.0024248064354109866
2013-10-08,1001257.0470303342,-0.0002384478218542263,0.5156930817599699,-0.0026626760674522965
2013-10-09,1001571.9800926385,0.0003145376736557459,0.5888064096297373,-0.0023489759057325754
2013-10-10,1001789.5646580356,0.00021724306362580492,0.61030503844485,-0.0021322431408288267
2013-10-11,1001559.4880691558,-0.00022966558746129184,0.6783670932662988,-0.0023614190254166445
2013-10-14,1001814.229234317,0.0002543445179199466,0.6463488607564392,-0.002107675121480246
2013-10-15,1001271.796182254,-0.00054145073630818,0.5336792544086719,-0.002647984655542057
2013-10-17,1001090.5334924799,-0.0001810324533909613,0.5351374815943979,-0.0028285377377742504
2013-10-18,1001316.4455116866,0.00022566592295958365,0.5251889199211823,-0.0026035101193939703
2013-10-21,999039.3091206705,-0.002274142606189189,0.15576705683278408,-0.004871731972294957
2013-10-22,997885.2561955607,-0.001155162679360111,0.04146396081800313,-0.006021267008696873
2013-10-23,997331.558340062,-0.0005548712660707888,0.023743032544496216,-0.00657279724671922
2013-10-24,997349.317347527,1.7806523133101493e-05,-0.07387608519590508,-0.006555107762252321
2013-10-25,997583.089198113,0.00023439315244888626,-0.05591509802367946,-0.006322251082176322
2013-10-28,995312.9440792265,-0.0022756451502313757,-0.46463866602487364,-0.008583509032394021
2013-10-29,997769.887950955,0.002468513934581029,-0.02390344233079867,-0.006136183609466994
2013-10-30,1000297.5393143278,0.0025333009082522118,0.19961250602794395,-0.0036184275007258293
2013-10-31,1002259.3431091886,0.001961220254731,0.3396239600610268,-0.001664303779299603
2013-11-01,1006361.6245956998,0.004093033918531663,0.6826654202816549,0.0
2013-11-05,1007672.491478024,0.0013025803550994475,0.7814390137846504,0.0
2013-11-06,1010120.3471527677,0.0024292175239926106,1.005178944930312,0.0
2013-11-07,1009209.2107391935,-0.0009020077816890293,0.8223167193481192,-0.0009020077816890293
2013-11-08,1009342.3043350797,0.00013187909352185834,0.8125408582458927,-0.0007702476441356909
2013-11-11,1007010.8766617399,-0.0023098483669281578,0.6029033013225604,-0.0030783168558008445
2013-11-12,1005459.8443359953,-0.0015402339355919947,0.3363005361633363,-0.004613809463307028
2013-11-13,1001259.2512362214,-0.004177783054626016,-0.016783119054829047,-0.008772317022940013
2013-11-14,1006051.0700686189,0.004785792317505422,0.4455276280721346,-0.004028507192849751
2013-11-18,1008591.4969179841,0.002525147007886863,0.4562851725380607,-0.001513532757847158
2013-11-19,1008321.2319720002,-0.0002679627448870514,0.5017788480187764,-0.0017810899323419394
2013-11-20,1007458.2258353552,-0.0008558841262890082,0.4939615344787476,-0.0026354496520303305
2013-11-21,1000892.40495828,-0.006517214023073814,-0.09445965873427606,-0.009135487885674753
2013-11-22,998422.2832999548,-0.0024679192749276213,-0.1642721100104356,-0.011580861513963425
2013-11-25,1000669.8680854163,0.0022511364410184864,0.05193414550758457,-0.009355795172317438
2013-11-26,999512.9597449622,-0.0011561338832631884,0.09263400174827056,-0.010501112503777055
2013-11-27,1001673.8136725745,0.0021619068632823257,0.242538880468007,-0.008361908067688661
2013-11-28,1003393.1188178381,0.0017164321576501607,0.2397973112321692,-0.006659828557945224
2013-11-29,1008394.4547400794,0.0049844231821458695,0.6221991657229257,-0.0017086007796527358
2013-12-02,1009762.5594840369,0.0013567158541250013,0.6127648481448793,-0.00035420301129396314
2013-12-03,1006748.1684470496,-0.0029852473818474667,0.41876194207989903,-0.003338393009529317
2013-12-04,1005981.5983023962,-0.0007614318741059334,0.3705782235029098,-0.004097282924789503
2013-12-05,1011828.662718108,0.00581229758633639,0.6468928055782631,0.0
2013-12-06,1015588.59957215,0.003715981759146336,0.904295797843896,0.0
2013-12-09,1022458.165739823,0.006764122963340613,1.3611598770759008,0.0
2013-12-10,1022637.1166247947,0.00017502025116322706,1.4786997317198893,0.0
2013-12-11,1024909.0020329274,0.0022215949051713757,1.696486388180515,0.0
2013-12-12,1022866.3858677662,-0.001992973191873193,1.6156234902033055,-0.001992973191873193
2013-12-13,1018583.7767063893,-0.004186870563493761,1.4598448833548279,-0.0061714994345760665
2013-12-16,1019585.7928730763,0.0009837346614012255,1.4685052221264967,-0.005193835891081466
2013-12-17,1019310.6229507511,-0.0002698840296212479,1.6358951868384444,-0.005462318187343218
2013-12-18,1023885.6224777286,0.004488327134013037,1.9005837129986518,-0.0009985077242651297
2013-12-19,1023682.7072403019,-0.00019818154779405184,1.774994358362121,-0.0011964913862528848
2013-12-20,1030847.7471949117,0.00699927810046308,2.0714147520128043,0.0
2013-12-23,1035137.7406488912,0.004161616946491975,2.3034673959358436,0.0
2013-12-24,1036034.7115389364,0.0008665232218110219,2.543975003166106,0.0
2013-12-26,1037047.8466173665,0.0009778968476117367,2.6870219854227533,0.0
2013-12-27,1039100.0344606893,0.001978874793498342,2.94099456444675,0.0
2013-12-30,1038260.6915651815,-0.0008077594723047143,2.897979714486937,-0.0008077594723047143
2013-12-31,1042147.017264034,0.003743111658204068,3.1123047653795592,0.0
2014-01-01,1042617.53728738,0.0004514910233885949,3.136581428705174,0.0
2014-01-02,1036230.7084070699,-0.006125763908524817,2.5392571833432065,-0.006125763908524817
2014-01-03,1040738.1443201558,0.004349838193866029,2.6963676993011934,-0.0018025717964746946
2014-01-06,1039924.502306606,-0.0007817932089740909,2.6659347282861954,-0.0025829557670595804
2014-01-07,1035210.2948557393,-0.004533220864024634,2.3905911498925394,-0.007104467522110136
2014-01-08,1036958.6949907796,0.0016889323297195613,2.434880288677375,-0.00542753415727415
2014-01-09,1037783.4710871236,0.0007953798934599021,2.4961086548862728,-0.004636471215354154
2014-01-10,1032972.0062368046,-0.004636289731304699,2.197154930940803,-0.009251264922773617
2014-01-13,1035883.4576375615,0.002818519169133671,2.299464582765087,-0.006458820621163541
2014-01-14,1031014.9629323613,-0.004699847911755706,2.0019284027990265,-0.011128313058310524
2014-01-15,1039901.1039922368,0.008618828416031787,2.255222546931157,-0.0026053976630880937
2014-01-16,1040233.8127248418,0.00031994266697843443,2.1660388225980185,-0.0022862885739866057
2014-01-17,1033901.8169003607,-0.006087089024624848,1.6355603530569534,-0.008359460756525605
2014-01-20,1040713.9491749884,0.006588761295584611,2.0157714765050883,-0.0018257779524255557
2014-01-21,1047132.8193951728,0.006167756495695009,2.253135986711676,0.0
2014-01-22,1048119.7670765998,0.0009425238739027009,2.3203145508725718,0.0
2014-01-23,1043208.7655583502,-0.004685534680781034,2.0059221891005414,-0.004685534680781034
2014-01-24,1029667.0348225714,-0.01298084447031167,1.2561852977050563,-0.017605556954141233
2014-01-27,1011505.9759617926,-0.017637797702155456,0.4495107039346278,-0.03493283140430581
2014-01-28,1008909.1855298163,-0.0025672516956779523,0.3305875098331818,-0.03741040172932619
2014-01-29,1007741.8934270026,-0.0011569843148971914,0.3237388867767214,-0.03852410279620866
2014-01-30,996015.6739681644,-0.011636133751432243,-0.06288197616408167,-0.049711964934850306
2014-01-31,1001979.787077753,0.005987971138875059,0.1996394637720236,-0.04402166760726178
2014-02-03,995869.294474451,-0.006098419032107505,-0.00011844972219474043,-0.049851624063808164
2014-02-04,999154.0606012283,0.003298390807912943,0.09892439713796501,-0.04671766339446681
2014-02-05,999222.4873018203,6.848463444253383e-05,0.12519360193235007,-0.04665237820212387
2014-02-06,999090.285756105,-0.00013230441407729998,0.14407994629840667,-0.04677851030063773
2014-02-07,994140.3271291445,-0.00495446577504699,-0.015137889388688437,-0.051501213547392566
2014-02-10,990454.7374112795,-0.003707313361392517,-0.15413694339886347,-0.05501759577167287
2014-02-11,993017.9730285809,0.002587938166665582,-7.655947259426267e-06,-0.05257203974094293
2014-02-12,991935.9875854657,-0.0010895930109052765,-0.06390252684579205,-0.05360435062477742
2014-02-13,984821.9806198284,-0.007171840778711802,-0.34740514411203416,-0.060391749535762096
2014-02-14,986630.6691650555,0.0018365639484292373,-0.29339546833730507,-0.05866609889731278
2014-02-17,988643.9694961712,0.002040581540830866,-0.21964147330873465,-0.05674523031496448
2014-02-18,994897.6428221439,0.006325505964659417,0.00499061789958546,-0.050778666643128245
2014-02-19,993782.9108198856,-0.0011204489329135203,-0.023058037496976026,-0.05184222067318678
2014-02-20,986933.2105101321,-0.006892551919716827,-0.21266611688887174,-0.05837744739528028
2014-02-21,989982.3708990787,0.003089530635381532,-0.08189379217099081,-0.05546827567204182
2014-02-24,988715.8818396304,-0.0012793046590294788,-0.13737824679764482,-0.05667661950757574
2014-02-25,1001720.8826316998,0.013153425600761937,0.2703026285784126,-0.044268685604809344
2014-02-26,1000427.9935020611,-0.00129066804142286,0.22150808881756098,-0.04550221746848626
2014-02-28,1002735.3762039349,0.0023063955795525892,0.3263201977720136,-0.04330076800216287
2014-03-03,1001947.1072410748,-0.000786118632658872,0.2881273011049446,-0.04405284709428681
2014-03-04,1009060.3444854849,0.007099413924150921,0.4739488635523374,-0.037266182566195516
2014-03-05,1016181.0722000235,0.007056790759297327,0.6724361602655284,-0.030472371459665526
2014-03-06,1019547.2668602102,0.0033125933480526726,0.7795675309324738,-0.027260720686609674
2014-03-07,1020737.5676490896,0.0011674797506397994,0.8343400790512071,-0.026125067275359348
2014-03-10,1026449.4965232272,0.005595883854155659,0.9899195049611493,-0.02067537626335869
2014-03-11,1030151.5160392184,0.0036066260722331656,1.0899753364584894,-0.017143318542210295
2014-03-12,1027063.9254219088,-0.0029972198936142336,0.995526596027465,-0.02008915614044715
2014-03-13,1024429.7075531039,-0.0025648041992349935,0.8717289307706324,-0.02260243558765407
2014-03-14,1028157.8122207675,0.003639200074125437,0.9632702243307504,-0.019045490298794654
2014-03-18,1040583.2881162565,0.012085183565984536,1.2951974389133798,-0.007190474979175243
2014-03-19,1038591.9248802064,-0.0019136990366768192,1.256655172383997,-0.009090413610811199
2014-03-20,1031502.3005049629,-0.006826188616921081,1.0755026363412667,-0.015854549349819114
2014-03-21,1033931.8046973152,0.0023553066155672653,1.1282378056456595,-0.013536585059222173
2014-03-24,1041292.6267950935,0.007119252995542835,1.342024879590911,-0.0065137024374116725
2014-03-25,1045991.7772505684,0.004512804887457866,1.4402199637335982,-0.002030292618148688
2014-03-26,1047191.1027396126,0.0011465916990252012,1.4604168013095722,-0.0008860288357860346
2014-03-27,1046278.5860312385,-0.0008713946346438073,1.4370443073706383,-0.0017566513896561942
2014-03-28,1064352.9214384928,0.017274878458340748,1.838197137349204,0.0
2014-03-31,1066415.9827330485,0.001938324453290674,1.8839373311689347,0.0
2014-04-01,1061249.9965460673,-0.004844250527586413,1.7377471980460428,-0.004844250527586413
2014-04-02,1076285.6651442423,0.014167885650987033,2.042173789005406,0.0
2014-04-03,1076236.5518477336,-4.5632212803070615e-05,2.0402770584075984,-4.5632212803070615e-05
2014-04-04,1082738.1213782206,0.006041022783815464,2.1816568788915207,0.0
2014-04-07,1074638.1625058595,-0.007480995369453347,1.92242320062494,-0.007480995369453347
2014-04-09,1087353.424270287,0.011832133091921548,2.155316036137586,0.0
2014-04-10,1114376.4747711567,0.024852131696743163,2.543501467281196,0.0
2014-04-11,1102758.7156845478,-0.01042534488983593,2.266123310860952,-0.01042534488983593
2014-04-15,1092159.8557068256,-0.009611223041790073,2.009187388724649,-0.019936367616602224
2014-04-16,1088730.3383251575,-0.0031401240063421154,1.9293860111681735,-0.023013888956392115
2014-04-17,1101196.5426250843,0.011450222209389294,2.1622549627831105,-0.011827180889455668
2014-04-21,1105646.845986977,0.004041334302852029,2.2438841982939834,-0.007833644178438348
2014-04-22,1101986.3984180836,-0.003310684222705751,2.1780487172837595,-0.011118393678956173
2014-04-23,1100597.9103943256,-0.0012599865349981476,2.1531736093439204,-0.01236437118762812
2014-04-25,1106274.440356865,0.005157678302792457,2.2575998938017543,-0.007270464333837823
2014-04-28,1115651.2736641315,0.008476046236991275,2.481307927513169,0.0
2014-04-29,1105028.6691471485,-0.009521438076340094,2.268086792936166,-0.009521438076340094
2014-04-30,1093877.6303574308,-0.010091176003898639,2.032210298040868,-0.0195165315728002
2014-05-02,1106285.9622482483,0.011343436913288985,2.246822127277896,-0.008394479204173466
2014-05-05,1103615.6525825681,-0.00241376077868094,2.188118062101274,-0.010787977718193953
2014-05-06,1112811.850595874,0.008332790488958741,2.400466004323034,-0.0025450811873606316
2014-05-07,1121548.9919189636,0.007851409309139967,2.501207467131956,0.0
2014-05-08,1120731.8229641144,-0.0007286074533855436,2.4327344357092606,-0.0007286074533855436
2014-05-09,1132844.8792118256,0.01080816659214201,2.590848350318684,0.0
2014-05-12,1141452.9369033996,0.007598619943061546,2.6538453775771367,0.0
2014-05-13,1174796.3018645556,0.029211335731118115,2.9870904803916605,0.0
2014-05-14,1183741.2911834032,0.007614076844343787,3.0751868029733145,0.0
2014-05-15,1185836.2407378466,0.0017697697715257643,3.127394059911116,0.0
2014-05-16,1211048.9244479449,0.02126152232825218,3.4094319684835526,0.0
2014-05-19,1244748.5797113855,0.027826832246932165,3.754235529202802,0.0
2014-05-20,1242282.393649828,-0.0019812724446968133,3.745670181451218,-0.0019812724446968133
2014-05-21,1240844.4546086902,-0.0011574977223278715,3.80603070348142,-0.003136476848682568
2014-05-22,1243076.1533963794,0.0017985322651847824,3.7565805971341026,-0.0013435856383092748
2014-05-23,1253389.3907735462,0.008296545106257991,3.8448839524580816,0.0
2014-05-26,1239411.5146062488,-0.01115206197706109,3.6109823881710446,-0.01115206197706109
2014-05-27,1226141.6712300892,-0.010706567770088382,3.404601608305282,-0.021739229439815766
2014-05-28,1218854.3893201465,-0.0059432625779954895,3.416612430397185,-0.027553290069007086
2014-05-29,1209105.7304494495,-0.007998214516940494,3.304277043910504,-0.03533112746132827
2014-05-30,1241743.4281461353,0.026993253670672512,3.5617033878643545,-0.009291575876690161
2014-06-02,1242371.0564496631,0.0005054412121712204,3.59026972998266,-0.008790831009893085
2014-06-03,1239143.9528882618,-0.0025975360136153425,3.5087798180103418,-0.01136553252337058
2014-06-04,1250890.7943074817,0.009479803691766264,3.620228688306565,-0.0019934718487782943
2014-06-05,1260582.2595021839,0.0077476509051035425,3.6587398449085575,0.0
2014-06-06,1270430.5978124256,0.007812531261649491,3.7539781257895246,0.0
2014-06-09,1286607.5503728504,0.012733440605319224,3.982496687324793,0.0
2014-06-10,1278515.4545286673,-0.0062894826334868315,3.879136680733881,-0.0062894826334868315
2014-06-11,1268458.908916332,-0.0078657990223846,3.6431224682918484,-0.0141058098495217
2014-06-12,1273169.7775991934,0.003713852021336672,3.6430906100458964,-0.010444344718607335
2014-06-13,1251796.5608175772,-0.016787405071709727,3.206656314113877,-0.027056416344817147
2014-06-16,1254217.616439678,0.0019340647656993504,3.234364033906203,-0.025174680440656516
2014-06-17,1277023.8870733755,0.018183663133704897,3.426222785627305,-0.00744878521558312
2014-06-18,1271441.4339407461,-0.004371455529640134,3.385214079547451,-0.011787678711903449
2014-06-19,1265377.0097807425,-0.004769723557936478,3.3748871283247164,-0.01650117830099429
2014-06-20,1248970.853851177,-0.012965429119348504,3.123233765799144,-0.02925266256269554
2014-06-23,1257236.2826040762,0.0066177915420626565,3.2231330042602493,-0.02282845904352304
2014-06-24,1281635.1257246512,0.019406728439333998,3.389270821454658,-0.003864756309535311
2014-06-25,1290181.0033834951,0.006667949003045681,3.487123528853609,0.0
2014-06-26,1282335.9534796255,-0.006080580851288264,3.287511467876402,-0.006080580851288264
2014-06-27,1288949.9950865286,0.005157807194718256,3.3011564723011606,-0.0009541361202328735
2014-06-30,1318662.0633734243,0.023051373909118267,3.5423000893456846,0.0
2014-07-01,1313211.7629660147,-0.004133204828435377,3.462289073549648,-0.004133204828435377
2014-07-02,1340430.329494335,0.020726715443703192,3.6652309001425336,0.0
2014-07-03,1341362.1222342032,0.0006951444766396531,3.6876106468096856,0.0
2014-07-04,1362194.5476187246,0.015530798908964583,3.8201224552499258,0.0
2014-07-07,1366845.13896928,0.003414043433579428,3.8618350525666227,0.0
2014-07-08,1309188.2507360952,-0.04218245841417201,3.082607343843059,-0.04218245841417201
2014-07-09,1286051.8788794058,-0.01767230330984182,2.757337325085444,-0.05910930052456376
2014-07-10,1291035.4233664053,0.0038750726691849646,2.816446570127128,-0.055463280690336236
2014-07-11,1263715.301307537,-0.02116140391224164,2.556742210069283,-0.07545100371759161
2014-07-14,1273331.5624235647,0.0076095154550064326,2.6266002855972226,-0.06841563384146987
2014-07-15,1290860.330200054,0.01376606713739692,2.77193284059727,-0.05559138091278226
2014-07-16,1304580.0878031505,0.010628382701147965,2.9560674384876857,-0.0455538446828605
2014-07-17,1315473.4961245311,0.008350126161839944,3.019483805102023,-0.03758409887127934
2014-07-18,1312386.0612795604,-0.0023470141010567547,3.051390847615761,-0.0398429025623096
2014-07-21,1304958.4139025463,-0.00565965122318679,2.8744196980247123,-0.04527705685327432
2014-07-22,1304700.0581057323,-0.0001979800996426695,2.867849725520551,-0.0454660729966897
2014-07-23,1304908.7113535656,0.00015992430331923657,2.9514471260800854,-0.045313419823418966
2014-07-24,1310588.0546915783,0.004352291687992116,2.925683136976795,-0.04115834535587881
2014-07-25,1303077.4540980114,-0.00573071039880213,2.7749014755520833,-0.046653189196952494
2014-07-28,1296503.83673885,-0.005044686590569225,2.696493404373095,-0.05146252506957261
2014-07-30,1311572.525322224,0.011622556105407966,2.8909470221055114,-0.040438095049111666
2014-07-31,1317617.6628077282,0.004609076028044168,3.132361439040128,-0.03601540127557812
2014-08-01,1315571.1258661998,-0.0015532100087117806,3.3805100205809624,-0.03751267180256079
2014-08-04,1322303.0034792675,0.0051170761357621775,3.4788306406638383,-0.032587550864468295
2014-08-05,1331178.6827090038,0.006712288489387541,3.5764058719614846,-0.026093999417645675
