start_date,end_date,start_value,end_value,total_return,CAGR,Sharpe,Sortino,MaxDD,Calmar,Daily_Win_Rate,Ann_Vol,avg_exposure,avg_positions,total_trades,unique_traded_stocks,trade_hit_rate,profit_factor,avg_trade_return,avg_holding_days,total_cost_drag_rupees,turnover_multiple_of_initial_capital,run_completed_flag,performance_success_flag,success_flag
2013-03-18,2025-12-29,1000000.0,8771259.875640567,7.771259875640567,0.18515336224562673,1.2181631618432263,1.5423052175264396,-0.2183282423494347,0.8480504411721522,0.5463492063492064,0.15216169798721585,0.5826798920387821,9.221587301587302,411,195,0.40145985401459855,2.706800150037788,0.0692211809479793,104.00486618004867,689831.5774180812,98.78232962676078,True,True,True
