symbol,entry_date,exit_date,entry_price,exit_price,shares,entry_value,exit_value_net,net_pnl,net_return,holding_days,total_cost,trend_regime_entry,vol_regime_entry,trend_regime_exit,vol_regime_exit,exit_reason_bucket
NETWORK18_NS,2022-04-27,2022-05-12,114.31995134880744,67.44999694824219,479,54759.256696078875,32178.93317712184,-22580.323518957037,-0.4123562824141464,15,330.7713262690521,NEUTRAL,HIGH_VOL,BEAR,HIGH_VOL,Initial Risk Stop
JAGSNPHARM_NS,2022-03-28,2022-05-23,113.01910030623996,128.62386884462333,479,54136.14904668906,61377.57072644047,7241.421679751409,0.1337631473104253,56,432.13133535214587,NEUTRAL,HIGH_VOL,BEAR,HIGH_VOL,Defensive Regime Exit
BLUESTARCO_NS,2022-04-27,2022-05-26,560.4828401481129,477.11899646349536,97,54366.83549436751,46101.50782536248,-8265.327669005026,-0.15202885350686499,29,378.7495502838713,NEUTRAL,HIGH_VOL,BEAR,HIGH_VOL,Defensive Regime Exit
BEL_NS,2022-04-27,2022-05-26,79.17685074226026,72.40112465285084,301,23832.23207342034,21700.317604118336,-2131.9144693020025,-0.08945509017930757,29,92.42091638976532,NEUTRAL,HIGH_VOL,BEAR,HIGH_VOL,Defensive Regime Exit
BEL_NS,2022-04-27,2022-05-27,79.17685074226026,73.29338941945421,301,23832.23207342042,21967.93936077009,-1864.2927126503273,-0.07822568641103211,30,180.91751086127954,NEUTRAL,HIGH_VOL,BEAR,HIGH_VOL,Defensive Regime Exit
SPLPETRO_NS,2022-03-28,2022-05-31,432.41320712113264,360.39740052478606,124,53619.23768302088,44515.87073945285,-9103.366943568035,-0.16977800015330535,64,370.3763840171814,NEUTRAL,HIGH_VOL,BEAR,HIGH_VOL,Protective Risk Stop
KSB_NS,2022-05-26,2022-06-23,285.0485711909881,268.73389823261573,184,52448.9370991421,49256.79749012516,-3192.1396090169437,-0.06086185508360201,28,382.91175332585556,BEAR,HIGH_VOL,BEAR,HIGH_VOL,Portfolio Rebalance Exit
VSTIND_NS,2022-05-26,2022-06-23,254.31022966958383,230.0928629515504,193,49081.87432622993,44235.4774373615,-4846.396888868432,-0.09874107204334005,28,352.77698199925067,BEAR,HIGH_VOL,BEAR,HIGH_VOL,Portfolio Rebalance Exit
MBAPL_NS,2022-05-26,2022-06-23,164.80529803193366,162.8687949139942,312,51419.25298596347,50619.95725598557,-799.2957299778936,-0.015544677986591657,28,384.02438605239394,BEAR,HIGH_VOL,BEAR,HIGH_VOL,Portfolio Rebalance Exit
GILLETTE_NS,2022-06-23,2022-08-02,4566.445240492157,4840.765510019709,10,45664.45240492613,48221.07388274404,2556.6214778179055,0.055987126597889646,40,354.3424599249711,BEAR,HIGH_VOL,NEUTRAL,LOW_VOL,Protective Risk Stop
SMCGLOBAL_NS,2022-05-26,2022-08-10,40.379924662643205,39.89248539852858,1323,53422.640328677,52575.71632555687,-846.9240031201334,-0.015853278645711358,76,398.33333605980755,BEAR,HIGH_VOL,NEUTRAL,LOW_VOL,Protective Risk Stop
SPLPETRO_NS,2022-06-23,2022-08-22,407.0155810867003,392.43155725893126,135,54947.10344670495,52775.52352258016,-2171.579924124788,-0.03952128115781529,60,404.595643660849,BEAR,HIGH_VOL,BULL,MID_VOL,Time-Based Risk Exit
